年,品名コード,地区コード１,品名,地区名,数量(kg),金額(円)
26,30002,221,ｷﾔﾍﾞﾂﾙｲ      ****,ｾｲｾｲﾁｸ,26841.6,1843778
26,30002,150,ｷﾔﾍﾞﾂﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,573,79697
26,31010,,ｷﾔﾍﾞﾂﾙｲ      ****,,14564353,1313793336
26,31010,1,ｷﾔﾍﾞﾂﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,772644,85453088
26,31010,2,ｷﾔﾍﾞﾂﾙｲ      ****,ｱ ｵ ﾓ ﾘ,61090,8706388
26,31010,4,ｷﾔﾍﾞﾂﾙｲ      ****,ﾐ ﾔ ｷﾞ,180,22464
26,31010,7,ｷﾔﾍﾞﾂﾙｲ      ****,ﾌ ｸ ｼ ﾏ,670,90522
26,31010,8,ｷﾔﾍﾞﾂﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,2301302,171579972
26,31010,9,ｷﾔﾍﾞﾂﾙｲ      ****,ﾄ ﾁ ｷﾞ,29770,2135732
26,31010,10,ｷﾔﾍﾞﾂﾙｲ      ****,ｸﾞ ﾝ ﾏ,2903355,301162379
26,31010,11,ｷﾔﾍﾞﾂﾙｲ      ****,ｻ ｲ ﾀ ﾏ,172,13844
26,31010,12,ｷﾔﾍﾞﾂﾙｲ      ****,ﾁ ﾊﾞ,1459475,107186538
26,31010,13,ｷﾔﾍﾞﾂﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,9065,1093521
26,31010,14,ｷﾔﾍﾞﾂﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,1659013.2,110987231
26,31010,19,ｷﾔﾍﾞﾂﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,19150,1388232
26,31010,20,ｷﾔﾍﾞﾂﾙｲ      ****,ﾅ ｶﾞ ﾉ,695136.5,61911493
26,31010,22,ｷﾔﾍﾞﾂﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,1106130.7,91886812
26,31010,23,ｷﾔﾍﾞﾂﾙｲ      ****,ｱ ｲ ﾁ,3519795,368253373
26,31010,221,ｷﾔﾍﾞﾂﾙｲ      ****,ｾｲｾｲﾁｸ,26841.6,1843778
26,31010,150,ｷﾔﾍﾞﾂﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,563,77969
26,31020,,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,,32941,2634124
26,31020,8,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ｲ ﾊﾞ ﾗ ｷﾞ,6890,429370
26,31020,19,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ﾔ ﾏ ﾅ ｼ,11300,716526
26,31020,20,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ﾅ ｶﾞ ﾉ,7290,683467
26,31020,23,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ｱ ｲ ﾁ,310,16848
26,31020,26,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ｷ ﾖ ｳ ﾄ,300,35424
26,31020,28,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ﾋ ﾖ ｳ ｺﾞ,10,1680
26,31020,46,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ｶ ｺﾞ ｼ ﾏ,6831,749081
26,31020,150,ｸﾞﾘ-ﾝﾎﾞ-ﾙﾙｲ  ****,ﾕ ﾆ ﾕ ｳ,10,1728
26,30003,,ﾚﾀｽﾙｲ        ****,,3032656.39,648561341
26,30003,2,ﾚﾀｽﾙｲ        ****,ｱ ｵ ﾓ ﾘ,80,15120
26,30003,3,ﾚﾀｽﾙｲ        ****,ｲ ﾜ ﾃ,373,144612
26,30003,8,ﾚﾀｽﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,291229.4,54175644
26,30003,9,ﾚﾀｽﾙｲ        ****,ﾄ ﾁ ｷﾞ,6090,1194210
26,30003,10,ﾚﾀｽﾙｲ        ****,ｸﾞ ﾝ ﾏ,34707,5343343
26,30003,11,ﾚﾀｽﾙｲ        ****,ｻ ｲ ﾀ ﾏ,64.5,17436
26,30003,12,ﾚﾀｽﾙｲ        ****,ﾁ ﾊﾞ,2822.7,555944
26,30003,20,ﾚﾀｽﾙｲ        ****,ﾅ ｶﾞ ﾉ,1331759.4,275922086
26,30003,22,ﾚﾀｽﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,1340662.5,303541333
26,30003,23,ﾚﾀｽﾙｲ        ****,ｱ ｲ ﾁ,22073,7199162
26,30003,28,ﾚﾀｽﾙｲ        ****,ﾋ ﾖ ｳ ｺﾞ,917.2,190635
26,30003,40,ﾚﾀｽﾙｲ        ****,ﾌ ｸ ｵ ｶ,238,87486
26,30003,43,ﾚﾀｽﾙｲ        ****,ｸ ﾏ ﾓ ﾄ,6,2310
26,30003,47,ﾚﾀｽﾙｲ        ****,ｵ ｷ ﾅ ﾜ,210,22680
26,30003,221,ﾚﾀｽﾙｲ        ****,ｾｲｾｲﾁｸ,1423.69,149340
26,32010,,ﾚﾀｽ          ****,,2521815.6,483032350
26,32010,3,ﾚﾀｽ          ****,ｲ ﾜ ﾃ,373,144612
26,32010,8,ﾚﾀｽ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,225438,35556813
26,32010,9,ﾚﾀｽ          ****,ﾄ ﾁ ｷﾞ,6090,1194210
26,32010,10,ﾚﾀｽ          ****,ｸﾞ ﾝ ﾏ,34707,5343343
26,32010,11,ﾚﾀｽ          ****,ｻ ｲ ﾀ ﾏ,25.8,8867
26,32010,12,ﾚﾀｽ          ****,ﾁ ﾊﾞ,1866.7,288917
26,32010,20,ﾚﾀｽ          ****,ﾅ ｶﾞ ﾉ,1074761.9,187943245
26,32010,22,ﾚﾀｽ          ****,ｼ ｽﾞ ｵ ｶ,1176410.5,252201208
26,32010,23,ﾚﾀｽ          ****,ｱ ｲ ﾁ,123,29808
26,32010,28,ﾚﾀｽ          ****,ﾋ ﾖ ｳ ｺﾞ,917.2,190635
26,32010,40,ﾚﾀｽ          ****,ﾌ ｸ ｵ ｶ,133,38238
26,32010,43,ﾚﾀｽ          ****,ｸ ﾏ ﾓ ﾄ,6,2310
26,32010,47,ﾚﾀｽ          ****,ｵ ｷ ﾅ ﾜ,210,22680
26,32010,221,ﾚﾀｽ          ****,ｾｲｾｲﾁｸ,753.5,67464
26,32020,,ｻﾆ-ﾚﾀｽﾙｲ     ****,,510840.79,165528991
26,32020,2,ｻﾆ-ﾚﾀｽﾙｲ     ****,ｱ ｵ ﾓ ﾘ,80,15120
26,32020,8,ｻﾆ-ﾚﾀｽﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,65791.4,18618831
26,32020,11,ｻﾆ-ﾚﾀｽﾙｲ     ****,ｻ ｲ ﾀ ﾏ,38.7,8569
26,32020,12,ｻﾆ-ﾚﾀｽﾙｲ     ****,ﾁ ﾊﾞ,956,267027
26,32020,20,ｻﾆ-ﾚﾀｽﾙｲ     ****,ﾅ ｶﾞ ﾉ,256997.5,87978841
26,32020,22,ｻﾆ-ﾚﾀｽﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,164252,51340125
26,32020,23,ｻﾆ-ﾚﾀｽﾙｲ     ****,ｱ ｲ ﾁ,21950,7169354
26,32020,40,ｻﾆ-ﾚﾀｽﾙｲ     ****,ﾌ ｸ ｵ ｶ,105,49248
26,32020,221,ｻﾆ-ﾚﾀｽﾙｲ     ****,ｾｲｾｲﾁｸ,670.19,81876
26,30004,,ﾖｳｹｲｻｲﾙｲ     ****,,12172568.72,2926358149
26,30004,1,ﾖｳｹｲｻｲﾙｲ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,306621.25,100955214
26,30004,2,ﾖｳｹｲｻｲﾙｲ     ****,ｱ ｵ ﾓ ﾘ,132038.75,46593236
26,30004,3,ﾖｳｹｲｻｲﾙｲ     ****,ｲ ﾜ ﾃ,35239.6,22082756
26,30004,4,ﾖｳｹｲｻｲﾙｲ     ****,ﾐ ﾔ ｷﾞ,17602.25,12336243
26,30004,5,ﾖｳｹｲｻｲﾙｲ     ****,ｱ ｷ ﾀ,2777.9,1161216
26,30004,6,ﾖｳｹｲｻｲﾙｲ     ****,ﾔ ﾏ ｶﾞ ﾀ,22841.76,12860769
26,30004,7,ﾖｳｹｲｻｲﾙｲ     ****,ﾌ ｸ ｼ ﾏ,5088.95,1456877
26,30004,8,ﾖｳｹｲｻｲﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,3697412.89,459078660
26,30004,9,ﾖｳｹｲｻｲﾙｲ     ****,ﾄ ﾁ ｷﾞ,34737.7,23238243
26,30004,10,ﾖｳｹｲｻｲﾙｲ     ****,ｸﾞ ﾝ ﾏ,115649.94,35646515
26,30004,11,ﾖｳｹｲｻｲﾙｲ     ****,ｻ ｲ ﾀ ﾏ,140220.21,60895284
26,30004,12,ﾖｳｹｲｻｲﾙｲ     ****,ﾁ ﾊﾞ,451641.77,177326367
26,30004,13,ﾖｳｹｲｻｲﾙｲ     ****,ﾄ ｳ ｷ ﾖ ｳ,1467.11,502094
26,30004,14,ﾖｳｹｲｻｲﾙｲ     ****,ｶ ﾅ ｶﾞ ﾜ,6744.3,3703134
26,30004,15,ﾖｳｹｲｻｲﾙｲ     ****,ﾆ ｲ ｶﾞ ﾀ,446.6,167885
26,30004,16,ﾖｳｹｲｻｲﾙｲ     ****,ﾄ ﾔ ﾏ,270,180630
26,30004,19,ﾖｳｹｲｻｲﾙｲ     ****,ﾔ ﾏ ﾅ ｼ,2444,853678
26,30004,20,ﾖｳｹｲｻｲﾙｲ     ****,ﾅ ｶﾞ ﾉ,3305320.97,551558501
26,30004,21,ﾖｳｹｲｻｲﾙｲ     ****,ｷﾞ ﾌ,330.14,107707
26,30004,22,ﾖｳｹｲｻｲﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,2524059.8,976578013
26,30004,23,ﾖｳｹｲｻｲﾙｲ     ****,ｱ ｲ ﾁ,463121.4,57272279
26,30004,24,ﾖｳｹｲｻｲﾙｲ     ****,ﾐ ｴ,8027.5,2583375
26,30004,26,ﾖｳｹｲｻｲﾙｲ     ****,ｷ ﾖ ｳ ﾄ,367.9,275521
26,30004,27,ﾖｳｹｲｻｲﾙｲ     ****,ｵ ｵ ｻ ｶ,350,327240
26,30004,28,ﾖｳｹｲｻｲﾙｲ     ****,ﾋ ﾖ ｳ ｺﾞ,235053,21689816
26,30004,31,ﾖｳｹｲｻｲﾙｲ     ****,ﾄ ﾂ ﾄ ﾘ,2373,802660
26,30004,33,ﾖｳｹｲｻｲﾙｲ     ****,ｵ ｶ ﾔ ﾏ,2373.15,1819547
26,30004,36,ﾖｳｹｲｻｲﾙｲ     ****,ﾄ ｸ ｼ ﾏ,7743,4480146
26,30004,37,ﾖｳｹｲｻｲﾙｲ     ****,ｶ ｶﾞ ﾜ,1989.45,1086545
26,30004,39,ﾖｳｹｲｻｲﾙｲ     ****,ｺ ｳ ﾁ,141603.1,86419992
26,30004,40,ﾖｳｹｲｻｲﾙｲ     ****,ﾌ ｸ ｵ ｶ,5973,1927935
26,30004,41,ﾖｳｹｲｻｲﾙｲ     ****,ｻ ｶﾞ,104549.9,96944732
26,30004,42,ﾖｳｹｲｻｲﾙｲ     ****,ﾅ ｶﾞ ｻ ｷ,11312.15,4540483
26,30004,43,ﾖｳｹｲｻｲﾙｲ     ****,ｸ ﾏ ﾓ ﾄ,15047.4,1856794
26,30004,44,ﾖｳｹｲｻｲﾙｲ     ****,ｵ ｵ ｲ ﾀ,44233.2,3139369
26,30004,45,ﾖｳｹｲｻｲﾙｲ     ****,ﾐ ﾔ ｻﾞ ｷ,743.65,534351
26,30004,46,ﾖｳｹｲｻｲﾙｲ     ****,ｶ ｺﾞ ｼ ﾏ,8940,4210335
26,30004,47,ﾖｳｹｲｻｲﾙｲ     ****,ｵ ｷ ﾅ ﾜ,0.9,5355
26,30004,221,ﾖｳｹｲｻｲﾙｲ     ****,ｾｲｾｲﾁｸ,142453.72,59703165
26,30004,150,ﾖｳｹｲｻｲﾙｲ     ****,ﾕ ﾆ ﾕ ｳ,173357.41,89455487
26,33010,,ﾊｸｻｲﾙｲ       ****,,6478528.4,453195129
26,33010,1,ﾊｸｻｲﾙｲ       ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,119824,13737892
26,33010,2,ﾊｸｻｲﾙｲ       ****,ｱ ｵ ﾓ ﾘ,600,81000
26,33010,6,ﾊｸｻｲﾙｲ       ****,ﾔ ﾏ ｶﾞ ﾀ,4.8,34560
26,33010,8,ﾊｸｻｲﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,2945298,151934314
26,33010,10,ﾊｸｻｲﾙｲ       ****,ｸﾞ ﾝ ﾏ,2622,185685
26,33010,11,ﾊｸｻｲﾙｲ       ****,ｻ ｲ ﾀ ﾏ,1170,216300
26,33010,12,ﾊｸｻｲﾙｲ       ****,ﾁ ﾊﾞ,2044,152604
26,33010,20,ﾊｸｻｲﾙｲ       ****,ﾅ ｶﾞ ﾉ,2345956,203265465
26,33010,22,ﾊｸｻｲﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,387433,30910524
26,33010,23,ﾊｸｻｲﾙｲ       ****,ｱ ｲ ﾁ,378924,28822426
26,33010,28,ﾊｸｻｲﾙｲ       ****,ﾋ ﾖ ｳ ｺﾞ,230220,19824934
26,33010,40,ﾊｸｻｲﾙｲ       ****,ﾌ ｸ ｵ ｶ,2433,131112
26,33010,42,ﾊｸｻｲﾙｲ       ****,ﾅ ｶﾞ ｻ ｷ,3965,380415
26,33010,43,ﾊｸｻｲﾙｲ       ****,ｸ ﾏ ﾓ ﾄ,13920,789048
26,33010,44,ﾊｸｻｲﾙｲ       ****,ｵ ｵ ｲ ﾀ,43197,2690280
26,33010,221,ﾊｸｻｲﾙｲ       ****,ｾｲｾｲﾁｸ,917.6,38570
26,33020,,ｻﾝﾄｳｻｲﾙｲ     ****,,282,157173
26,33020,11,ｻﾝﾄｳｻｲﾙｲ     ****,ｻ ｲ ﾀ ﾏ,225.4,135897
26,33020,12,ｻﾝﾄｳｻｲﾙｲ     ****,ﾁ ﾊﾞ,16,7128
26,33020,22,ｻﾝﾄｳｻｲﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,40.6,14148
26,33030,,ﾅﾙｲ          ****,,281177.72,104311401
26,33030,1,ﾅﾙｲ          ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,54,26676
26,33030,3,ﾅﾙｲ          ****,ｲ ﾜ ﾃ,17.4,13446
26,33030,4,ﾅﾙｲ          ****,ﾐ ﾔ ｷﾞ,2,1155
26,33030,6,ﾅﾙｲ          ****,ﾔ ﾏ ｶﾞ ﾀ,3,1733
26,33030,8,ﾅﾙｲ          ****,ｲ ﾊﾞ ﾗ ｷﾞ,254095.2,91864944
26,33030,9,ﾅﾙｲ          ****,ﾄ ﾁ ｷﾞ,0.6,421
26,33030,10,ﾅﾙｲ          ****,ｸﾞ ﾝ ﾏ,348,274212
26,33030,11,ﾅﾙｲ          ****,ｻ ｲ ﾀ ﾏ,282.4,171380
26,33030,12,ﾅﾙｲ          ****,ﾁ ﾊﾞ,606.2,336117
26,33030,21,ﾅﾙｲ          ****,ｷﾞ ﾌ,3.12,2204
26,33030,22,ﾅﾙｲ          ****,ｼ ｽﾞ ｵ ｶ,18909.6,7712310
26,33030,23,ﾅﾙｲ          ****,ｱ ｲ ﾁ,169.8,104494
26,33030,26,ﾅﾙｲ          ****,ｷ ﾖ ｳ ﾄ,0.9,896
26,33030,39,ﾅﾙｲ          ****,ｺ ｳ ﾁ,3.2,1848
26,33030,40,ﾅﾙｲ          ****,ﾌ ｸ ｵ ｶ,93,60102
26,33030,221,ﾅﾙｲ          ****,ｾｲｾｲﾁｸ,6589.3,3739463
26,33040,,ﾀﾞｲｺﾅﾙｲ      ****,,3252.85,1383888
26,33040,11,ﾀﾞｲｺﾅﾙｲ      ****,ｻ ｲ ﾀ ﾏ,741,409574
26,33040,14,ﾀﾞｲｺﾅﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,58.2,31428
26,33040,22,ﾀﾞｲｺﾅﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,124.05,27335
26,33040,221,ﾀﾞｲｺﾅﾙｲ      ****,ｾｲｾｲﾁｸ,2329.6,915551
26,33050,,ｺﾏﾂﾅﾙｲ       ****,,448471.64,172774671
26,33050,5,ｺﾏﾂﾅﾙｲ       ****,ｱ ｷ ﾀ,47.4,38394
26,33050,8,ｺﾏﾂﾅﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,16381.35,6896164
26,33050,9,ｺﾏﾂﾅﾙｲ       ****,ﾄ ﾁ ｷﾞ,3644,903285
26,33050,10,ｺﾏﾂﾅﾙｲ       ****,ｸﾞ ﾝ ﾏ,6812.5,2004292
26,33050,11,ｺﾏﾂﾅﾙｲ       ****,ｻ ｲ ﾀ ﾏ,1359,843494
26,33050,12,ｺﾏﾂﾅﾙｲ       ****,ﾁ ﾊﾞ,917.4,368783
26,33050,14,ｺﾏﾂﾅﾙｲ       ****,ｶ ﾅ ｶﾞ ﾜ,5652.8,3160515
26,33050,22,ｺﾏﾂﾅﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,381939.85,148392989
26,33050,28,ｺﾏﾂﾅﾙｲ       ****,ﾋ ﾖ ｳ ｺﾞ,120,34884
26,33050,40,ｺﾏﾂﾅﾙｲ       ****,ﾌ ｸ ｵ ｶ,1188,644436
26,33050,46,ｺﾏﾂﾅﾙｲ       ****,ｶ ｺﾞ ｼ ﾏ,12,11016
26,33050,221,ｺﾏﾂﾅﾙｲ       ****,ｾｲｾｲﾁｸ,30209.84,9435919
26,33050,150,ｺﾏﾂﾅﾙｲ       ****,ﾕ ﾆ ﾕ ｳ,187.5,40500
26,33060,,ﾂﾏﾐﾅﾙｲ       ****,,4609.05,1651395
26,33060,5,ﾂﾏﾐﾅﾙｲ       ****,ｱ ｷ ﾀ,37.5,22969
26,33060,8,ﾂﾏﾐﾅﾙｲ       ****,ｲ ﾊﾞ ﾗ ｷﾞ,4009,1274225
26,33060,12,ﾂﾏﾐﾅﾙｲ       ****,ﾁ ﾊﾞ,9,3465
26,33060,40,ﾂﾏﾐﾅﾙｲ       ****,ﾌ ｸ ｵ ｶ,553.55,350736
26,33080,,ﾎｳﾚﾝｿｳﾙｲ     ****,,668360.01,366844587
26,33080,1,ﾎｳﾚﾝｿｳﾙｲ     ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,1898,1429812
26,33080,2,ﾎｳﾚﾝｿｳﾙｲ     ****,ｱ ｵ ﾓ ﾘ,21240,15618593
26,33080,3,ﾎｳﾚﾝｿｳﾙｲ     ****,ｲ ﾜ ﾃ,33492.5,21123683
26,33080,4,ﾎｳﾚﾝｿｳﾙｲ     ****,ﾐ ﾔ ｷﾞ,63,35337
26,33080,5,ﾎｳﾚﾝｿｳﾙｲ     ****,ｱ ｷ ﾀ,330,253260
26,33080,8,ﾎｳﾚﾝｿｳﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,195384.2,106529658
26,33080,9,ﾎｳﾚﾝｿｳﾙｲ     ****,ﾄ ﾁ ｷﾞ,5807.3,3377697
26,33080,10,ﾎｳﾚﾝｿｳﾙｲ     ****,ｸﾞ ﾝ ﾏ,39887.5,18704924
26,33080,11,ﾎｳﾚﾝｿｳﾙｲ     ****,ｻ ｲ ﾀ ﾏ,82067.16,46260436
26,33080,12,ﾎｳﾚﾝｿｳﾙｲ     ****,ﾁ ﾊﾞ,12945.6,7835200
26,33080,14,ﾎｳﾚﾝｿｳﾙｲ     ****,ｶ ﾅ ｶﾞ ﾜ,519.2,349218
26,33080,19,ﾎｳﾚﾝｿｳﾙｲ     ****,ﾔ ﾏ ﾅ ｼ,309.6,182952
26,33080,20,ﾎｳﾚﾝｿｳﾙｲ     ****,ﾅ ｶﾞ ﾉ,132984.62,66966610
26,33080,21,ﾎｳﾚﾝｿｳﾙｲ     ****,ｷﾞ ﾌ,50.4,55188
26,33080,22,ﾎｳﾚﾝｿｳﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,125902.9,72361442
26,33080,221,ﾎｳﾚﾝｿｳﾙｲ     ****,ｾｲｾｲﾁｸ,15478.03,5760577
26,33090,,ｼﾛﾈｷﾞﾙｲ      ****,,1999226.81,615957208
26,33090,1,ｼﾛﾈｷﾞﾙｲ      ****,ﾎ ﾂ ｶ ｲ ﾄﾞ ｳ,111250,32561519
26,33090,2,ｼﾛﾈｷﾞﾙｲ      ****,ｱ ｵ ﾓ ﾘ,110146,30861405
26,33090,3,ｼﾛﾈｷﾞﾙｲ      ****,ｲ ﾜ ﾃ,195,56862
26,33090,5,ｼﾛﾈｷﾞﾙｲ      ****,ｱ ｷ ﾀ,2100,479520
26,33090,6,ｼﾛﾈｷﾞﾙｲ      ****,ﾔ ﾏ ｶﾞ ﾀ,726.56,236421
26,33090,8,ｼﾛﾈｷﾞﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,163495.9,48445054
26,33090,9,ｼﾛﾈｷﾞﾙｲ      ****,ﾄ ﾁ ｷﾞ,3143,1459452
26,33090,10,ｼﾛﾈｷﾞﾙｲ      ****,ｸﾞ ﾝ ﾏ,41361,7313578
26,33090,11,ｼﾛﾈｷﾞﾙｲ      ****,ｻ ｲ ﾀ ﾏ,22156,5000624
26,33090,12,ｼﾛﾈｷﾞﾙｲ      ****,ﾁ ﾊﾞ,407553.9,144512138
26,33090,13,ｼﾛﾈｷﾞﾙｲ      ****,ﾄ ｳ ｷ ﾖ ｳ,1165,353112
26,33090,14,ｼﾛﾈｷﾞﾙｲ      ****,ｶ ﾅ ｶﾞ ﾜ,420,132300
26,33090,15,ｼﾛﾈｷﾞﾙｲ      ****,ﾆ ｲ ｶﾞ ﾀ,65,11232
26,33090,19,ｼﾛﾈｷﾞﾙｲ      ****,ﾔ ﾏ ﾅ ｼ,95,28620
26,33090,20,ｼﾛﾈｷﾞﾙｲ      ****,ﾅ ｶﾞ ﾉ,593062.5,164916858
26,33090,22,ｼﾛﾈｷﾞﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,504551.55,172484406
26,33090,23,ｼﾛﾈｷﾞﾙｲ      ****,ｱ ｲ ﾁ,390,158868
26,33090,26,ｼﾛﾈｷﾞﾙｲ      ****,ｷ ﾖ ｳ ﾄ,367,274625
26,33090,31,ｼﾛﾈｷﾞﾙｲ      ****,ﾄ ﾂ ﾄ ﾘ,843,298788
26,33090,42,ｼﾛﾈｷﾞﾙｲ      ****,ﾅ ｶﾞ ｻ ｷ,100,28080
26,33090,44,ｼﾛﾈｷﾞﾙｲ      ****,ｵ ｵ ｲ ﾀ,891,337662
26,33090,221,ｼﾛﾈｷﾞﾙｲ      ****,ｾｲｾｲﾁｸ,1294.4,356341
26,33090,150,ｼﾛﾈｷﾞﾙｲ      ****,ﾕ ﾆ ﾕ ｳ,33855,5649743
26,33100,,ｱｵﾈｷﾞﾙｲ      ****,,412062.33,285529615
26,33100,12,ｱｵﾈｷﾞﾙｲ      ****,ﾁ ﾊﾞ,15,7776
26,33100,22,ｱｵﾈｷﾞﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,352131.52,254391083
26,33100,37,ｱｵﾈｷﾞﾙｲ      ****,ｶ ｶﾞ ﾜ,13.75,11048
26,33100,39,ｱｵﾈｷﾞﾙｲ      ****,ｺ ｳ ﾁ,1287,675135
26,33100,40,ｱｵﾈｷﾞﾙｲ      ****,ﾌ ｸ ｵ ｶ,169.5,153900
26,33100,41,ｱｵﾈｷﾞﾙｲ      ****,ｻ ｶﾞ,82.5,53460
26,33100,221,ｱｵﾈｷﾞﾙｲ      ****,ｾｲｾｲﾁｸ,58363.06,30237213
26,33110,,ﾜｹｷﾞﾙｲ       ****,,20575.77,10678887
26,33110,11,ﾜｹｷﾞﾙｲ       ****,ｻ ｲ ﾀ ﾏ,33,31014
26,33110,12,ﾜｹｷﾞﾙｲ       ****,ﾁ ﾊﾞ,8571.85,6869654
26,33110,22,ﾜｹｷﾞﾙｲ       ****,ｼ ｽﾞ ｵ ｶ,2680.8,1030582
26,33110,221,ﾜｹｷﾞﾙｲ       ****,ｾｲｾｲﾁｸ,9290.12,2747637
26,33120,,ｱｻﾂｷﾙｲ       ****,,13.9,21706
26,33120,6,ｱｻﾂｷﾙｲ       ****,ﾔ ﾏ ｶﾞ ﾀ,13.9,21706
26,33130,,ﾌｷﾙｲ         ****,,18670.33,6027943
26,33130,8,ﾌｷﾙｲ         ****,ｲ ﾊﾞ ﾗ ｷﾞ,12,4536
26,33130,10,ﾌｷﾙｲ         ****,ｸﾞ ﾝ ﾏ,24,7668
26,33130,22,ﾌｷﾙｲ         ****,ｼ ｽﾞ ｵ ｶ,882.65,412241
26,33130,23,ﾌｷﾙｲ         ****,ｱ ｲ ﾁ,15918,4968339
26,33130,221,ﾌｷﾙｲ         ****,ｾｲｾｲﾁｸ,1833.68,635159
26,33140,,ｳﾄﾞﾙｲ        ****,,3390.4,2664688
26,33140,5,ｳﾄﾞﾙｲ        ****,ｱ ｷ ﾀ,12,5975
26,33140,6,ｳﾄﾞﾙｲ        ****,ﾔ ﾏ ｶﾞ ﾀ,24,20160
26,33140,8,ｳﾄﾞﾙｲ        ****,ｲ ﾊﾞ ﾗ ｷﾞ,176,122133
26,33140,9,ｳﾄﾞﾙｲ        ****,ﾄ ﾁ ｷﾞ,2898,2319588
26,33140,10,ｳﾄﾞﾙｲ        ****,ｸﾞ ﾝ ﾏ,194,128760
26,33140,12,ｳﾄﾞﾙｲ        ****,ﾁ ﾊﾞ,72,59724
26,33140,22,ｳﾄﾞﾙｲ        ****,ｼ ｽﾞ ｵ ｶ,3.4,918
26,33140,23,ｳﾄﾞﾙｲ        ****,ｱ ｲ ﾁ,8,6480
26,33140,221,ｳﾄﾞﾙｲ        ****,ｾｲｾｲﾁｸ,3,950
26,33150,,ﾈﾐﾂﾊﾞﾙｲ      ****,,287.95,548079
26,33150,6,ﾈﾐﾂﾊﾞﾙｲ      ****,ﾔ ﾏ ｶﾞ ﾀ,3,2730
26,33150,8,ﾈﾐﾂﾊﾞﾙｲ      ****,ｲ ﾊﾞ ﾗ ｷﾞ,40,59679
26,33150,11,ﾈﾐﾂﾊﾞﾙｲ      ****,ｻ ｲ ﾀ ﾏ,5.75,3780
26,33150,12,ﾈﾐﾂﾊﾞﾙｲ      ****,ﾁ ﾊﾞ,96,143964
26,33150,22,ﾈﾐﾂﾊﾞﾙｲ      ****,ｼ ｽﾞ ｵ ｶ,143.2,337926
26,33160,,ｷﾘﾐﾂﾊﾞﾙｲ     ****,,120.3,573505
26,33160,8,ｷﾘﾐﾂﾊﾞﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,51.4,226236
26,33160,10,ｷﾘﾐﾂﾊﾞﾙｲ     ****,ｸﾞ ﾝ ﾏ,24,72576
26,33160,12,ｷﾘﾐﾂﾊﾞﾙｲ     ****,ﾁ ﾊﾞ,44.6,274320
26,33160,22,ｷﾘﾐﾂﾊﾞﾙｲ     ****,ｼ ｽﾞ ｵ ｶ,0.3,373
26,33170,,ｲﾄﾐﾂﾊﾞﾙｲ     ****,,89951,60001041
26,33170,8,ｲﾄﾐﾂﾊﾞﾙｲ     ****,ｲ ﾊﾞ ﾗ ｷﾞ,20.5,57186
26,33170,10,ｲﾄﾐﾂﾊﾞﾙｲ     ****,ｸﾞ ﾝ ﾏ,87.5,567000
